source,page,section,article,category,content
quy_che_ctsv_2025.pdf,10,ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN SINH VIÊN,Điều 19,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 10 | Điều 21]
Tổ chức và hướng dẫn sinh viên sử dụng các dịch vụ thiết yếu phục vụ đời sống,
học tập và rèn luyện trong quá trình học tập như: internet, nhà ăn, căng tin, trông giữ
xe, sân chơi, bãi tập, thiết chế văn hóa…
Điều 21. Hỗ trợ tài chính cho sinh viên
1. Hướng dẫn và hỗ trợ sinh viên có hoàn cảnh khó khăn làm thủ tục vay vốn
ngân hàng chính sách xã hội.
2. Tăng cường khai thác, quản lý và sử dụng hiệu quả các nguồn tài trợ nhằm
khuyến khích sinh viên có kết quả học tập tốt, động viên, hỗ trợ sinh viên có hoàn
cảnh khó khăn.
3. Quan tâm, hỗ trợ kịp thời những sinh viên có hoàn cảnh đặc biệt khó khăn về
kinh tế, sinh viên mồ côi không nơi nương tựa, sinh viên là người khuyết tật, sinh viên
gặp khó khăn rủi ro đột xuất.
4. Hỗ trợ kinh phí cho sinh viên tham gia các hoạt động nghiên cứu sáng tạo và"
quy_che_ctsv_2025.pdf,10,ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN SINH VIÊN,Điều 19,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 10 | Điều 22]
cảnh khó khăn.
3. Quan tâm, hỗ trợ kịp thời những sinh viên có hoàn cảnh đặc biệt khó khăn về
kinh tế, sinh viên mồ côi không nơi nương tựa, sinh viên là người khuyết tật, sinh viên
gặp khó khăn rủi ro đột xuất.
4. Hỗ trợ kinh phí cho sinh viên tham gia các hoạt động nghiên cứu sáng tạo và
khởi nghiệp, hoạt động trao đổi sinh viên quốc tế, hoạt động học tập nâng cao trình độ
ngoại ngữ.
Chương IV
ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN SINH VIÊN
Điều 22. Nội dung, tiêu chí và thời gian đánh giá
1. Nội dung đánh giá gồm:
a) Ý thức tham gia học tập;
b) Ý thức chấp hành nội quy, quy chế, quy định của Đại học;
c) Ý thức tham gia các hoạt động chính trị, xã hội, văn hoá, văn nghệ, thể thao,
phòng chống tội phạm và các tệ nạn xã hội;
d) Ý thức công dân trong quan hệ với cộng đồng;
đ) Ý thức và kết quả tham gia công tác cán bộ lớp, các đoàn thể, tổ chức khác"
quy_che_ctsv_2025.pdf,10,ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN SINH VIÊN,Điều 19,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 10]
c) Ý thức tham gia các hoạt động chính trị, xã hội, văn hoá, văn nghệ, thể thao,
phòng chống tội phạm và các tệ nạn xã hội;
d) Ý thức công dân trong quan hệ với cộng đồng;
đ) Ý thức và kết quả tham gia công tác cán bộ lớp, các đoàn thể, tổ chức khác
trong Đại học hoặc các thành tích đặc biệt trong học tập và rèn luyện.
2. Kết quả rèn luyện của sinh viên được đánh giá theo học kỳ, năm học và khóa học.
3. Tiêu chí và thang, khung điểm đánh giá: hằng năm Giám đốc đại học ban hành
quy định chi tiết về tiêu chí và thang, khung điểm cho từng nội dung đánh giá."
quy_che_ctsv_2025.pdf,11,KHEN THƯỞNG VÀ KỶ LUẬT SINH VIÊN,Điều 23,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 11 | Điều 23]
Điều 23. Quy trình đánh giá
1. Các đơn vị liên quan được phân cấp tổ chức hoạt động công bố công khai kế
hoạch tổ chức các hoạt động cho sinh viên trên cổng thông tin sinh viên hoặc các kênh
thông tin chính thống khác của Đại học để sinh viên đăng ký tham gia.
2. Sinh viên đăng ký tham gia hoạt động theo nguyện vọng cá nhân và cung cấp
minh chứng tham gia hoạt động lên hệ thống phần mềm đánh giá điểm rèn luyện sinh
viên; cán bộ phụ trách hoạt động xác nhận minh chứng của sinh viên.
3. Sinh viên thực hiện tự đánh giá kết quả rèn luyện theo kế hoạch của Đại học.
4. Cán bộ QLLSV căn cứ vào các minh chứng kết quả tham gia hoạt động của
sinh viên trên hệ thống và kết quả tự đánh giá của sinh viên để đánh giá điểm rèn luyện
cho sinh viên theo quy định.
Điều 24. Phân loại kết quả rèn luyện
Kết quả rèn luyện được phân loại như sau:"
quy_che_ctsv_2025.pdf,11,KHEN THƯỞNG VÀ KỶ LUẬT SINH VIÊN,Điều 23,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 11 | Điều 24]
4. Cán bộ QLLSV căn cứ vào các minh chứng kết quả tham gia hoạt động của
sinh viên trên hệ thống và kết quả tự đánh giá của sinh viên để đánh giá điểm rèn luyện
cho sinh viên theo quy định.
Điều 24. Phân loại kết quả rèn luyện
Kết quả rèn luyện được phân loại như sau:
- Từ 90 điểm đến 100 điểm: loại xuất sắc;
- Từ 80 điểm đến 89 điểm: loại tốt;
- Từ 65 điểm đến 79 điểm: loại khá;
- Từ 50 điểm đến 64 điểm: loại trung bình;
- Từ 35 điểm đến 49 điểm: loại yếu;
- Dưới 35 điểm: loại kém.
Điều 25. Sử dụng kết quả rèn luyện
1. Kết quả đánh giá rèn luyện từng học kỳ, năm học và toàn khóa học của sinh
viên được lưu trong hồ sơ quản lý sinh viên.
2. Kết quả đánh giá rèn luyện được sử dụng trong việc xét duyệt học bổng, xét
khen thưởng, xét tham gia các hoạt động giao lưu, trao đổi sinh viên quốc tế."
quy_che_ctsv_2025.pdf,11,KHEN THƯỞNG VÀ KỶ LUẬT SINH VIÊN,Điều 23,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 11 | Điều 26]
1. Kết quả đánh giá rèn luyện từng học kỳ, năm học và toàn khóa học của sinh
viên được lưu trong hồ sơ quản lý sinh viên.
2. Kết quả đánh giá rèn luyện được sử dụng trong việc xét duyệt học bổng, xét
khen thưởng, xét tham gia các hoạt động giao lưu, trao đổi sinh viên quốc tế.
3. Kết quả đánh giá rèn luyện toàn khóa học của sinh viên được cấp trong hồ sơ
tốt nghiệp của sinh viên.
4. Sinh viên không tham gia đánh giá điểm rèn luyện tại học kỳ nào thì bị xếp kết
quả rèn luyện loại kém tại học kỳ đó.
Điều 26. Khiếu nại kết quả rèn luyện
Sinh viên có quyền khiếu nại về kết quả đánh giá rèn luyện nếu thấy việc đánh
giá không công bằng hoặc chưa chính xác. Việc giải quyết khiếu nại được thực hiện
theo quy định hiện hành của Đại học về công tác đánh giá rèn luyện của sinh viên.
Chương V
KHEN THƯỞNG VÀ KỶ LUẬT SINH VIÊN"
quy_che_ctsv_2025.pdf,11,KHEN THƯỞNG VÀ KỶ LUẬT SINH VIÊN,Điều 23,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 11 | Điều 27]
Sinh viên có quyền khiếu nại về kết quả đánh giá rèn luyện nếu thấy việc đánh
giá không công bằng hoặc chưa chính xác. Việc giải quyết khiếu nại được thực hiện
theo quy định hiện hành của Đại học về công tác đánh giá rèn luyện của sinh viên.
Chương V
KHEN THƯỞNG VÀ KỶ LUẬT SINH VIÊN
Điều 27. Khen thưởng thường xuyên
Tặng giấy khen và phần thưởng cho sinh viên đạt thành tích xuất sắc trong học
tập, NCKH, sinh viên có nhiều đóng góp trong hoạt động phong trào như sau:"
quy_che_ctsv_2025.pdf,12,,Điều 28,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 12 | Điều 28]
1. Sinh viên đoạt giải trong các kỳ thi Olympic môn học, NCKH, đổi mới sáng
tạo và khởi nghiệp do Đại học tổ chức hoặc được Đại học cử tham gia.
2. Sinh viên đạt thành tích cao hoặc có đóng góp hiệu quả trong công tác Đảng,
công tác Đoàn Thanh niên, công tác Hội Sinh viên, các hoạt động văn hóa, văn nghệ,
thể thao và các hoạt động vì cộng đồng.
3. Sinh viên có nhiều đóng góp tích cực trong các hoạt động của Đại học.
4. Sinh viên có thành tích trong việc thực hiện phong trào toàn dân bảo vệ an
ninh tổ quốc, bảo đảm an ninh, trật tự học đường, phòng chống tội phạm, tệ nạn xã
hội, dũng cảm cứu người bị nạn, chống tiêu cực, tham nhũng.
5. Sinh viên có các thành tích đặc biệt xuất sắc khác.
Điều 28. Khen thưởng định kỳ
1. Tặng danh hiệu “Sinh viên xuất sắc năm học” cho sinh viên đồng thời có kết"
quy_che_ctsv_2025.pdf,12,,Điều 28,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 12 | Điều 28]
hội, dũng cảm cứu người bị nạn, chống tiêu cực, tham nhũng.
5. Sinh viên có các thành tích đặc biệt xuất sắc khác.
Điều 28. Khen thưởng định kỳ
1. Tặng danh hiệu “Sinh viên xuất sắc năm học” cho sinh viên đồng thời có kết
quả học tập và kết quả rèn luyện trung bình năm học đạt loại xuất sắc.
2. Tặng danh hiệu “Sinh viên tiêu biểu năm học” cho sinh viên đạt danh hiệu
“Sinh viên xuất sắc năm học” và có nhiều đóng góp tích cực trong hoạt động phong
trào Đoàn Thanh niên - Hội Sinh viên và các hoạt động vì cộng đồng.
3. Tặng danh hiệu “Sinh viên tốt nghiệp xuất sắc” cho sinh viên có đồng thời kết
quả học tập và kết quả rèn luyện toàn khóa đạt loại xuất sắc.
4. Tặng danh hiệu “Sinh viên tốt nghiệp thủ khoa” cho sinh viên đạt danh hiệu
“Sinh viên tốt nghiệp xuất sắc” có kết quả học tập toàn khóa cao nhất của đơn vị quản"
quy_che_ctsv_2025.pdf,12,,Điều 28,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 12 | Điều 29]
quả học tập và kết quả rèn luyện toàn khóa đạt loại xuất sắc.
4. Tặng danh hiệu “Sinh viên tốt nghiệp thủ khoa” cho sinh viên đạt danh hiệu
“Sinh viên tốt nghiệp xuất sắc” có kết quả học tập toàn khóa cao nhất của đơn vị quản
ngành và không có học phần có tính điểm CPA không đạt trong quá trình học tập.
Điều 29. Trình tự, thủ tục xét khen thưởng thường xuyên
1. Căn cứ vào thành tích đạt được trong học tập và rèn luyện của sinh viên, Ban
Công tác sinh viên hoặc đơn vị liên quan đề xuất khen thưởng sinh viên lên Giám đốc
đại học (qua Ban Công tác sinh viên).
2. Ban Công tác sinh viên thẩm tra các điều kiện về khen thưởng sinh viên và đề
xuất Giám đốc đại học ra quyết định khen thưởng sinh viên đủ điều kiện.
3. Không xét khen thưởng đối với sinh viên đang trong thời gian xem xét kỷ luật
hoặc đang trong thời gian thi hành kỷ luật."
quy_che_ctsv_2025.pdf,12,,Điều 28,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 12 | Điều 30]
2. Ban Công tác sinh viên thẩm tra các điều kiện về khen thưởng sinh viên và đề
xuất Giám đốc đại học ra quyết định khen thưởng sinh viên đủ điều kiện.
3. Không xét khen thưởng đối với sinh viên đang trong thời gian xem xét kỷ luật
hoặc đang trong thời gian thi hành kỷ luật.
Điều 30. Trình tự, thủ tục xét khen thưởng định kỳ
1. Khen thưởng sinh viên xuất sắc năm học, sinh viên tốt nghiệp xuất sắc và sinh
viên tốt nghiệp thủ khoa: Ban Công tác sinh viên chủ trì phối hợp với Ban Đào tạo lập
danh sách sinh viên đủ điều kiện được khen thưởng theo quy định tại khoản 1, khoản 3
và khoản 4 Điều 28 của Quy chế này và trình Giám đốc Đại học ra quyết định khen thưởng.
2. Khen thưởng sinh viên tiêu biểu năm học:
a) Ban Công tác sinh viên chủ trì phối hợp với Ban Đào tạo và các đơn vị liên"
quy_che_ctsv_2025.pdf,12,,Điều 28,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 12 | Điều 28 của Quy chế này và trình Giám đốc Đại học ra quyết định khen thưởng]
danh sách sinh viên đủ điều kiện được khen thưởng theo quy định tại khoản 1, khoản 3
và khoản 4 Điều 28 của Quy chế này và trình Giám đốc Đại học ra quyết định khen thưởng.
2. Khen thưởng sinh viên tiêu biểu năm học:
a) Ban Công tác sinh viên chủ trì phối hợp với Ban Đào tạo và các đơn vị liên
quan lập danh sách sinh viên đề xuất khen thưởng kèm theo bản thành tích cá nhân để
trình Hội đồng khen thưởng sinh viên xét duyệt;
b) Hội đồng khen thưởng sinh viên tổ chức họp xét và đề xuất sinh viên được khen
thưởng;"
quy_che_ctsv_2025.pdf,13,,Điều 31,,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 13 | Điều 31]
c) Căn cứ vào đề xuất của Hội đồng khen thưởng sinh viên, Ban Công tác sinh
viên báo cáo Giám đốc đại học ra quyết định khen thưởng sinh viên đủ điều kiện.
3. Không xét khen thưởng đối với sinh viên đang trong thời gian xem xét kỷ luật
hoặc đang trong thời gian thi hành kỷ luật, sinh viên học quá thời gian thiết kế chương
trình đào tạo chuẩn (không tính thời gian sinh viên nghỉ học để điều trị bệnh, thời gian
sinh viên thực hiện nghĩa vụ quân sự theo quy định của Nhà nước).
Điều 31. Xử lý kỷ luật
1. Hình thức kỷ luật:
a) Khiển trách: áp dụng đối với sinh viên có hành vi vi phạm lần đầu nhưng
ở mức độ nhẹ;
b) Cảnh cáo: áp dụng đối với sinh viên đã bị khiển trách nhưng tái phạm hoặc vi
phạm các hành vi khác có mức độ khiển trách, hoặc vi phạm ở mức độ nhẹ nhưng
hành vi vi phạm có tính chất thường xuyên, hoặc mới vi phạm lần đầu nhưng mức độ"
