chunk_id,source,page,document_type,category,section,article,year,is_table,prefix_context,topic_tags,char_count,word_count,quality_flags,include_for_retrieval,content
quy_che_ctsv_2025_pdf_p25_0569_45e501b0cce3,quy_che_ctsv_2025.pdf,25,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,dia_diem,892,191,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 25]
kỳ; nếu nghiêm
trọng, chuyển cơ
đông người, khiếu kiện trái
quan chức năng xử
quy định của pháp luật
lý theo quy định của
pháp luật
Đăng tải, bình luận, chia sẻ
bài viết, hình ảnh có nội
Tùy theo mức độ, xử
dung dung tục, bạo lực, đồi
lý từ khiển trách đến
trụy, xâm phạm an ninh
buộc thôi học. Nếu
quốc gia, chống phá Đảng
31 nghiêm trọng,
và Nhà nước, xuyên tạc, vu
chuyển cơ quan chức
khống, xúc phạm uy tín của
năng xử lý theo quy
tổ chức, danh dự và nhân
định của pháp luật
phẩm của cá nhân trên mạng
Internet.
Tùy theo mức độ, xử
lý từ khiển trách đến
Có hành động quấy rối, dâm buộc thôi học. Nếu
32 ô, xâm phạm nhân phẩm, nghiêm trọng,
đời tư của người khác chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật.
Tùy theo mức độ, xử
Vi phạm các quy định về an
33 lý từ khiển trách đến
toàn giao thông
buộc thôi học
Tùy theo mức độ, xử"
quy_che_ctsv_2025_pdf_p25_0570_cf446585a163,quy_che_ctsv_2025.pdf,25,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,,469,100,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 25]
Có hành động quấy rối, dâm buộc thôi học. Nếu
32 ô, xâm phạm nhân phẩm, nghiêm trọng,
đời tư của người khác chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật.
Tùy theo mức độ, xử
Vi phạm các quy định về an
33 lý từ khiển trách đến
toàn giao thông
buộc thôi học
Tùy theo mức độ, xử
lý từ khiển trách đến
buộc thôi học. Nếu
34 Các vi phạm khác nghiêm trọng,
chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật."
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0571_d95f3b577bc8,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,325,63,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: Các CTĐT chuẩn
NGOẠI NGỮ CHÍNH: NGOẠI NGỮ CHÍNH"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0572_29335a30bf5e,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,352,69,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: - CTĐT Tiếng Trung Khoa học và Công nghệ
NGOẠI NGỮ CHÍNH: Tiếng Trung Quốc"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0573_9889012f15d6,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,326,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: - Các CTĐT chuẩn khác
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0574_c2a1340d4f99,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,322,63,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: Các CTĐT tài năng
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0575_e14651cd86d1,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,tuyen_sinh;dao_tao;ngoai_ngu,360,68,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: Các CTĐT Việt-Pháp PFIEV (mã tuyển sinh: EE-EP, TE-EP)
NGOẠI NGỮ CHÍNH: Tiếng Pháp"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0576_e2cf1e8c9aa0,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,343,66,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: Các CTĐT Elitech tăng cường ngoại ngữ
NGOẠI NGỮ CHÍNH: Tiếng Pháp"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0577_8f57ce4531f6,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,338,66,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 1. Công nghệ thông tin Global ICT
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0578_61472a06eac2,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,344,69,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 2. Khoa học dữ liệu và Trí tuệ nhân tạo
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0579_87b0cbcc2ac1,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,329,65,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 3. An toàn không gian số
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0580_fdad9262069f,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,341,68,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 4. Kỹ thuật điều khiển - Tự động hóa
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0581_fc7042c60f07,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,343,68,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 5. Hệ thống điện và năng lượng tái tạo
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0582_17e826d7f550,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,337,67,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 6. Kỹ thuật Điện tử - Viễn thông
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0583_6a9b56723b7b,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,323,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 7. Kỹ thuật Y sinh
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0584_dd099e3035a2,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,350,69,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 8. Truyền thông số và kỹ thuật đa phương tiện
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0585_9af5688cbc41,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,327,65,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 9. Kỹ thuật Cơ điện tử
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0586_bbe455c21db2,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,322,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 10. Kỹ thuật Ô tô
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0587_cd0cca247628,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,338,67,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 11. Khoa học và Kỹ thuật Vật liệu
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0588_79b84f17096e,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,326,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 12. Kỹ thuật hóa dược
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0589_3a30530aabfc,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,327,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 13. Kỹ thuật thực phẩm
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0590_8454b0eb0c13,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,326,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 14. Kỹ thuật sinh học
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0591_81a8eb96bdc8,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,329,64,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 15. Phân tích kinh doanh
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0592_e5a321b4f99b,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,346,67,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 16. Tiếng Anh Chuyên nghiệp Quốc tế (IPE)
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0593_6dc23e869924,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,343,67,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 17. Logistic và Quản lý chuỗi cung ứng
NGOẠI NGỮ CHÍNH: Tiếng Anh"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0594_c2e1b748441a,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,342,67,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 18. Hệ thống nhúng thông minh và IoT
NGOẠI NGỮ CHÍNH: Tiếng Nhật"
06_quy_nh_ngo_i_ng_t_k70_ch_nh_quy_final_p5_0595_10ad4d815ebf,06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf,5,ngoai_ngu,Ngoại ngữ,,,2025,True,,dao_tao;ngoai_ngu,339,65,,True,"[Tài liệu: 06_ Quy định ngoại ngữ từ K70_chính quy_final.pdf | trang 5]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: VÀ NGOẠI NGỮ CHÍNH YÊU CẦU (Kèm theo Quyết định số /QĐ-ĐHBK ngày tháng năm 2025 của Giám đốc Đại học Bách khoa Hà Nội) NGOẠI NGỮ
NHÓM-LOẠI/TÊN CHƯƠNG TRÌNH ĐÀO TẠO: 19. Công nghệ thông tin Việt-Nhật
NGOẠI NGỮ CHÍNH: Tiếng Nhật"
